Country,Time,Monetary Aggregates - M1 (JPY),Monetary Aggregates - M2 (JPY),Monetary Aggregates - M3 (JPY)
JP,2005-09,476367700000000.0,705667400000000.0,1030900000000000.0
JP,2005-10,478632800000000.0,706154500000000.0,1030400000000000.0
JP,2005-11,479512000000000.0,707182300000000.0,1030900000000000.0
JP,2005-12,481028300000000.0,707261900000000.0,1030000000000000.0
JP,2006-01,481937400000000.0,707243400000000.0,1029000000000000.0
JP,2006-02,482788300000000.0,707490600000000.0,1028000000000000.0
JP,2006-03,483412300000000.0,707797200000000.0,1027700000000000.0
JP,2006-04,484356000000000.0,708557400000000.0,1027700000000000.0
JP,2006-05,484180200000000.0,707651800000000.0,1025700000000000.0
JP,2006-06,484098200000000.0,707099000000000.0,1024000000000000.0
JP,2006-07,484274500000000.0,705529200000000.0,1021900000000000.0
JP,2006-08,483538700000000.0,707131300000000.0,1022500000000000.0
JP,2006-09,483809200000000.0,709291100000000.0,1024000000000000.0
JP,2006-10,482555200000000.0,710049000000000.0,1023400000000000.0
JP,2006-11,481831200000000.0,711328100000000.0,1024200000000000.0
JP,2006-12,481709900000000.0,712334200000000.0,1024500000000000.0
JP,2007-01,482092500000000.0,713575300000000.0,1024800000000000.0
JP,2007-02,482952100000000.0,714411600000000.0,1024600000000000.0
JP,2007-03,483089300000000.0,715456000000000.0,1025300000000000.0
JP,2007-04,482688200000000.0,716682600000000.0,1025900000000000.0
JP,2007-05,482457300000000.0,717963100000000.0,1026100000000000.0
JP,2007-06,483094700000000.0,719417400000000.0,1026900000000000.0
JP,2007-07,482995700000000.0,720070200000000.0,1026800000000000.0
JP,2007-08,481039600000000.0,719520100000000.0,1025400000000000.0
JP,2007-09,481974700000000.0,721534500000000.0,1026500000000000.0
JP,2007-10,483505100000000.0,723464900000000.0,1029300000000000.0
JP,2007-11,483611600000000.0,725696600000000.0,1030500000000000.0
JP,2007-12,484547200000000.0,727525700000000.0,1031800000000000.0
JP,2008-01,483864000000000.0,729024400000000.0,1032500000000000.0
JP,2008-02,482897700000000.0,730985500000000.0,1033300000000000.0
JP,2008-03,481684800000000.0,731609700000000.0,1033200000000000.0
JP,2008-04,478835100000000.0,730188400000000.0,1031000000000000.0
JP,2008-05,479420000000000.0,732646700000000.0,1032900000000000.0
JP,2008-06,481181200000000.0,734927500000000.0,1035500000000000.0
JP,2008-07,479540500000000.0,735428000000000.0,1034600000000000.0
JP,2008-08,479850000000000.0,736688200000000.0,1035700000000000.0
JP,2008-09,479657500000000.0,737224500000000.0,1036000000000000.0
JP,2008-10,478164600000000.0,736450000000000.0,1034800000000000.0
JP,2008-11,479792600000000.0,738787600000000.0,1037100000000000.0
JP,2008-12,479752100000000.0,741264400000000.0,1039700000000000.0
JP,2009-01,480222800000000.0,743714400000000.0,1042339200000000.0
JP,2009-02,481506100000000.0,746696000000000.0,1045579500000000.0
JP,2009-03,481907700000000.0,748123200000000.0,1046817700000000.0
JP,2009-04,481483100000000.0,749685900000000.0,1048397600000000.0
JP,2009-05,483009400000000.0,751977800000000.0,1050983800000000.0
JP,2009-06,483382900000000.0,753107500000000.0,1052317800000000.0
JP,2009-07,482493200000000.0,755356100000000.0,1054316200000000.0
JP,2009-08,483365200000000.0,757264000000000.0,1056549100000000.0
JP,2009-09,483782600000000.0,759094200000000.0,1057755900000000.0
JP,2009-10,483450900000000.0,761078600000000.0,1059570500000000.0
JP,2009-11,484917000000000.0,763019200000000.0,1061717100000000.0
JP,2009-12,484882600000000.0,764451300000000.0,1062965000000000.0
JP,2010-01,485869400000000.0,766345500000000.0,1065059400000000.0
JP,2010-02,485928900000000.0,767550100000000.0,1066598900000000.0
JP,2010-03,486890600000000.0,768323000000000.0,1067353700000000.0
JP,2010-04,488685600000000.0,771076300000000.0,1070712600000000.0
JP,2010-05,492173300000000.0,775094700000000.0,1075227500000000.0
JP,2010-06,491189300000000.0,774711300000000.0,1074862500000000.0
JP,2010-07,492491700000000.0,775816600000000.0,1076113700000000.0
JP,2010-08,493977100000000.0,778325500000000.0,1078686600000000.0
JP,2010-09,495306400000000.0,780098300000000.0,1080399400000000.0
JP,2010-10,497573200000000.0,781890300000000.0,1082156400000000.0
JP,2010-11,498743000000000.0,782540700000000.0,1082658300000000.0
JP,2010-12,499924000000000.0,782544600000000.0,1082176600000000.0
JP,2011-01,501834000000000.0,784377700000000.0,1084301600000000.0
JP,2011-02,503396000000000.0,786323800000000.0,1086263800000000.0
JP,2011-03,507443700000000.0,788265000000000.0,1088730500000000.0
JP,2011-04,513610500000000.0,791816300000000.0,1093198300000000.0
JP,2011-05,515927200000000.0,795794500000000.0,1098243800000000.0
JP,2011-06,515499300000000.0,796555200000000.0,1099014800000000.0
JP,2011-07,518116600000000.0,798503400000000.0,1101691700000000.0
JP,2011-08,519005700000000.0,799336200000000.0,1102552400000000.0
JP,2011-09,521030200000000.0,801425300000000.0,1104900600000000.0
JP,2011-10,522812500000000.0,803817300000000.0,1107328100000000.0
JP,2011-11,524467600000000.0,806124100000000.0,1109444200000000.0
JP,2011-12,526120800000000.0,807174900000000.0,1110285100000000.0
JP,2012-01,527433900000000.0,808542700000000.0,1112318100000000.0
JP,2012-02,528177900000000.0,809701200000000.0,1113829000000000.0
JP,2012-03,529882400000000.0,811419400000000.0,1116736400000000.0
JP,2012-04,531208500000000.0,812443700000000.0,1118347500000000.0
JP,2012-05,531087200000000.0,813166600000000.0,1118999700000000.0
JP,2012-06,532394300000000.0,814460900000000.0,1120416700000000.0
JP,2012-07,534120400000000.0,816669200000000.0,1123326800000000.0
JP,2012-08,536462500000000.0,818932200000000.0,1125722700000000.0
JP,2012-09,539518700000000.0,820940800000000.0,1127955700000000.0
JP,2012-10,539793500000000.0,822277100000000.0,1129093700000000.0
JP,2012-11,540682700000000.0,823416200000000.0,1129544100000000.0
JP,2012-12,543631000000000.0,827822600000000.0,1134174100000000.0
JP,2013-01,546205200000000.0,830313200000000.0,1137142800000000.0
JP,2013-02,548454100000000.0,833271600000000.0,1140771400000000.0
JP,2013-03,551421000000000.0,835998600000000.0,1144727800000000.0
JP,2013-04,552667400000000.0,838366100000000.0,1147298900000000.0
JP,2013-05,554704400000000.0,841406100000000.0,1150606900000000.0
JP,2013-06,559861300000000.0,845337600000000.0,1154826700000000.0
JP,2013-07,562306700000000.0,847149700000000.0,1157380000000000.0
JP,2013-08,564257000000000.0,849935100000000.0,1160147000000000.0
JP,2013-09,567291400000000.0,852876300000000.0,1163230400000000.0
JP,2013-10,569412500000000.0,856409500000000.0,1166420000000000.0
JP,2013-11,571452300000000.0,859514600000000.0,1168341400000000.0
JP,2013-12,574685500000000.0,862846100000000.0,1172243000000000.0
JP,2014-01,578397900000000.0,,1176078500000000.0
JP,2014-02,578135200000000.0,,1176867900000000.0
JP,2014-03,579405300000000.0,,1177672100000000.0
JP,2014-04,580854800000000.0,,1179619800000000.0
JP,2014-05,581161200000000.0,,1180908400000000.0
JP,2014-06,583781500000000.0,,1183626000000000.0
JP,2014-07,584907100000000.0,,1185930500000000.0
JP,2014-08,587776500000000.0,,1188757600000000.0
JP,2014-09,590888500000000.0,,1192523100000000.0
JP,2014-10,593414400000000.0,,1196542800000000.0
JP,2014-11,598341600000000.0,,1201648000000000.0
JP,2014-12,601323400000000.0,,1205799500000000.0
JP,2015-01,603858800000000.0,,1208370600000000.0
JP,2015-02,606337800000000.0,,1210815200000000.0
JP,2015-03,608610200000000.0,,1213580600000000.0
JP,2015-04,609885300000000.0,,1215585400000000.0
JP,2015-05,613681900000000.0,,1219554500000000.0
JP,2015-06,615247400000000.0,,1220992800000000.0
JP,2015-07,617406800000000.0,,1224011000000000.0
JP,2015-08,620783100000000.0,,1228263300000000.0
JP,2015-09,621987800000000.0,,1228857700000000.0
JP,2015-10,624637200000000.0,,1231067100000000.0
JP,2015-11,626500300000000.0,,1233075500000000.0
JP,2015-12,628565300000000.0,,1235724600000000.0
JP,2016-01,631190100000000.0,,1238730900000000.0
JP,2016-02,635881500000000.0,,1241311600000000.0
JP,2016-03,642020200000000.0,,1244559700000000.0
JP,2016-04,651168900000000.0,,1248940400000000.0
JP,2016-05,654651600000000.0,,1252686100000000.0
JP,2016-06,658620500000000.0,,1256114800000000.0
JP,2016-07,663505100000000.0,,1259229000000000.0
JP,2016-08,667157500000000.0,,1262028200000000.0
JP,2016-09,670508600000000.0,,1264994900000000.0
JP,2016-10,675651700000000.0,,1268454400000000.0
JP,2016-11,680557000000000.0,,1272941200000000.0
JP,2016-12,686223300000000.0,,1277320300000000.0
JP,2017-01,691481300000000.0,,1281370400000000.0
JP,2017-02,696139800000000.0,,1285573600000000.0
JP,2017-03,698861200000000.0,,1289065000000000.0
JP,2017-04,701977500000000.0,,1290826800000000.0
JP,2017-05,704255300000000.0,,1292582300000000.0
JP,2017-06,708769800000000.0,,1297730400000000.0
JP,2017-07,712993100000000.0,,1301335100000000.0
JP,2017-08,716596900000000.0,,1304257800000000.0
JP,2017-09,721185000000000.0,,1307707300000000.0
JP,2017-10,725862600000000.0,,1311528000000000.0
JP,2017-11,730351700000000.0,,1315884900000000.0
JP,2017-12,733531000000000.0,,1316920100000000.0
JP,2018-01,737953400000000.0,,1319456200000000.0
JP,2018-02,740533200000000.0,,1321249000000000.0
JP,2018-03,743301200000000.0,,1323528200000000.0
JP,2018-04,746299500000000.0,,1325981300000000.0
JP,2018-05,747674900000000.0,,1327112500000000.0
JP,2018-06,754458900000000.0,,1331741700000000.0
JP,2018-07,757953700000000.0,,1334094300000000.0
JP,2018-08,760985100000000.0,,1336346200000000.0
JP,2018-09,764851000000000.0,,1339190800000000.0
JP,2018-10,768165000000000.0,,1342077700000000.0
JP,2018-11,770623900000000.0,,1343295900000000.0
JP,2018-12,773895500000000.0,,1345464800000000.0
JP,2019-01,776919400000000.0,,1347526500000000.0
JP,2019-02,780550100000000.0,,1349147700000000.0
JP,2019-03,784928000000000.0,,1351287400000000.0
JP,2019-04,789096400000000.0,,1352915900000000.0
JP,2019-05,791364100000000.0,,1355400900000000.0
JP,2019-06,792159700000000.0,,1356553500000000.0
JP,2019-07,794378300000000.0,,1358937300000000.0
JP,2019-08,798032000000000.0,,1361345800000000.0
JP,2019-09,802517900000000.0,,1364364100000000.0
JP,2019-10,806818600000000.0,,1367749300000000.0
JP,2019-11,812565400000000.0,,1372165300000000.0
JP,2019-12,818403900000000.0,,1375769100000000.0
JP,2020-01,822735300000000.0,,1378481200000000.0
JP,2020-02,827049100000000.0,,1381560300000000.0
JP,2020-03,833887700000000.0,,1386846100000000.0
JP,2020-04,845487400000000.0,,1393055100000000.0
JP,2020-05,863915400000000.0,,1411446000000000.0
JP,2020-06,889548200000000.0,,1436337300000000.0
JP,2020-07,898730800000000.0,,1447420400000000.0
JP,2020-08,909193600000000.0,,1457873500000000.0
JP,2020-09,916765700000000.0,,1465870200000000.0
JP,2020-10,920631200000000.0,,1471036600000000.0
JP,2020-11,926756600000000.0,,1476691100000000.0
JP,2020-12,932868500000000.0,,1482145800000000.0
JP,2021-01,940696100000000.0,,1488088300000000.0
JP,2021-02,947345900000000.0,,1493272200000000.0
JP,2021-03,951705200000000.0,,1498014200000000.0
JP,2021-04,956748600000000.0,,1502305900000000.0
JP,2021-05,962230800000000.0,,1508270900000000.0
JP,2021-06,966047500000000.0,,1510502400000000.0
JP,2021-07,970817200000000.0,,1513699300000000.0
JP,2021-08,975218000000000.0,,1517034100000000.0
JP,2021-09,980519200000000.0,,1520679000000000.0
JP,2021-10,987399200000000.0,,1525924500000000.0
JP,2021-11,992203900000000.0,,1529105600000000.0
JP,2021-12,997356400000000.0,,1532852200000000.0
JP,2022-01,1002571100000000.0,,1537328800000000.0
JP,2022-02,1007238500000000.0,,1541231400000000.0
JP,2022-03,1010863500000000.0,,1544821100000000.0
JP,2022-04,1014258500000000.0,,1548442700000000.0
JP,2022-05,1015376400000000.0,,1551118800000000.0
JP,2022-06,1020433700000000.0,,1554646900000000.0
JP,2022-07,1025021400000000.0,,1558318100000000.0
JP,2022-08,1029082900000000.0,,1561493600000000.0
JP,2022-09,1032719800000000.0,,1563720100000000.0
JP,2022-10,1036635800000000.0,,1566340100000000.0
JP,2022-11,1041534100000000.0,,1569967300000000.0
JP,2022-12,1045128900000000.0,,1572062200000000.0
JP,2023-01,1047976800000000.0,,1573221600000000.0
JP,2023-02,1050700800000000.0,,1574919500000000.0
JP,2023-03,1055267800000000.0,,1577325000000000.0
JP,2023-04,1059203000000000.0,,1580107300000000.0
JP,2023-05,1059980900000000.0,,1583067500000000.0
JP,2023-06,1064624600000000.0,,1586238600000000.0
JP,2023-07,1067645000000000.0,,1588087700000000.0
JP,2023-08,1072349900000000.0,,1590559200000000.0
JP,2023-09,1076164300000000.0,,1592131500000000.0
JP,2023-10,1079579400000000.0,,1595186200000000.0
JP,2023-11,1081546500000000.0,,1597003700000000.0
